Satellite,Time,Latitude,Longitude,Elevation
ISS (ZARYA),2023-06-27,-49.66787624384914,78.3207076146124,437440.03649354685
ISS (ZARYA),2023-06-28,49.925078423886184,-108.9430723234086,426093.38530887954
ISS (ZARYA),2023-06-29,-50.169537705290054,63.76011938549833,437559.9701905776
ISS (ZARYA),2023-06-30,50.332280451901745,-123.13999084135675,425840.1842035328
ISS (ZARYA),2023-07-01,-50.48655085236656,49.95169260156714,437595.6140335385
ISS (ZARYA),2023-07-02,50.57477050150562,-136.56359151146168,425560.2899067311
ISS (ZARYA),2023-07-03,-50.65760928387727,36.931608214762285,437560.32168351964
ISS (ZARYA),2023-07-04,50.68397756448821,-149.18555106410804,425262.8345910552
ISS (ZARYA),2023-07-05,-50.706165317602384,24.720145392154127,437462.19545247284
ISS (ZARYA),2023-07-06,50.67526369345573,-160.99201186055072,424952.24940873083
ISS (ZARYA),2023-07-07,-50.639091341228486,13.324461193372985,437303.5293856032
ISS (ZARYA),2023-07-08,50.547006924757014,-171.98168712243492,424628.2392992921
ISS (ZARYA),2023-07-09,-50.44620431465491,2.73944113478571,437080.47373695456
ISS (ZARYA),2023-07-10,50.28050957675105,177.8338439687296,424285.9534981802
ISS (ZARYA),2023-07-11,-50.100594757074774,-7.05371773086766,436782.91319146653
ISS (ZARYA),2023-07-12,49.840762065404014,168.4276681079524,423916.3457984726
ISS (ZARYA),2023-07-13,-49.55987448102496,-16.090801949977998,436394.61410227633
ISS (ZARYA),2023-07-14,49.17825163732694,159.75367527980717,423506.7837646965
ISS (ZARYA),2023-07-15,-48.76857682711432,-24.42858494071569,435893.75886264327
ISS (ZARYA),2023-07-16,48.23205959474376,151.74288414406206,423042.02682510193
ISS (ZARYA),2023-07-17,-47.66191027648558,-32.147619495160185,435254.04239858664
ISS (ZARYA),2023-07-18,46.93434830750211,144.30215265972862,422505.74166297924
ISS (ZARYA),2023-07-19,-46.17081340525772,-39.35155430742349,434446.54702445987
ISS (ZARYA),2023-07-20,45.2159735393262,137.31740748373866,421882.7474277059
ISS (ZARYA),2023-07-21,-44.2278195142212,-46.16128316137515,433442.6224634173
ISS (ZARYA),2023-07-22,43.012481115277154,130.66234566289685,421162.16506039695
ISS (ZARYA),2023-07-23,-41.77280325627603,-52.70393438954784,432217.95622836775
ISS (ZARYA),2023-07-24,40.269420499359754,124.21144963676151,420341.5606791484
ISS (ZARYA),2023-07-25,-38.75753459610704,-59.09890319055772,430757.89871107123
ISS (ZARYA),2023-07-26,36.94599368855401,117.85418927931713,419431.9952097756
ISS (ZARYA),2023-07-27,-35.14828167711189,-65.44450632449073,429063.8783622104
ISS (ZARYA),2023-07-28,33.01659115057844,111.50677425283573,418463.59694353
ISS (ZARYA),2023-07-29,-30.926365812936965,-71.80841831148604,427160.3831576946
ISS (ZARYA),2023-07-30,28.47048251105619,105.11915632425897,417490.85134093853
ISS (ZARYA),2023-07-31,-26.087233645346025,-78.22311505588173,425101.4949209542
AEROCUBE 12B,2023-04-22,46.938651351701346,-166.4350467938889,8881423.484590609
AEROCUBE 12B,2023-04-23,-47.632067581678875,-149.30068682530467,-6285917.622475956
AEROCUBE 12B,2023-04-24,68.28191532638373,-15.914606644737717,-6340707.709383323
AEROCUBE 12B,2023-04-25,21.956164360499248,93.81101856778312,-6314616.65921806
AEROCUBE 12B,2023-04-26,23.96380044706319,31.088281252937094,-6160248.345910814
AEROCUBE 12B,2023-04-27,41.90423094111503,48.49935144135043,-6078436.466547407
AEROCUBE 12B,2023-04-28,-14.413512430128224,179.9495016669616,-5940826.344220841
AEROCUBE 12B,2023-04-29,50.58325635726911,80.19560270338029,-5843071.9733759025
AEROCUBE 12B,2023-04-30,29.126515093739492,129.7545075618881,-5701631.760135242
AEROCUBE 12B,2023-05-01,-6.267377376364032,-34.41958589169106,-5556236.504591227
AEROCUBE 12B,2023-05-02,23.06334063190764,-15.509347458093984,-5417320.673040966
AEROCUBE 12B,2023-05-03,-51.941794020570974,-131.63886780783125,-5249287.096197692
AEROCUBE 12B,2023-05-04,6.943967629093852,-40.723747126558486,-5106067.378431473
AEROCUBE 12B,2023-05-05,-10.022203200509177,-59.71268101316983,-4940813.664171926
AEROCUBE 12B,2023-05-06,-33.32707384398564,153.52278310781466,-4769726.309444299
AEROCUBE 12B,2023-05-07,7.283629414607714,-57.26346453745589,-4614463.616632165
AEROCUBE 12B,2023-05-08,51.785438475969265,14.364109149800369,-4452901.336721506
AEROCUBE 12B,2023-05-09,49.16370990038283,41.00155538411764,-4284507.132431383
AEROCUBE 12B,2023-05-10,51.870605896275286,5.292195716107412,-4114382.2812206727
AEROCUBE 12B,2023-05-11,32.603564918591914,-55.485377988275005,-3942208.9902506596
AEROCUBE 12B,2023-05-12,-8.481294132733895,-97.87366008412805,-3762640.2255278495
AEROCUBE 12B,2023-05-13,-42.65067981967331,-143.0133530807349,-3580691.968721364
AEROCUBE 12B,2023-05-14,-51.9074824396104,168.95622511064818,-3412930.021720234
AEROCUBE 12B,2023-05-15,-51.822056835286915,166.28113865617,-3249200.1882478013
AEROCUBE 12B,2023-05-16,-30.806944962647606,-141.73273710303118,-3093986.592886375
AEROCUBE 12B,2023-05-17,45.644803449068874,-66.20443349561178,-2959513.124411107
AEROCUBE 12B,2023-05-18,-44.44877189566092,105.08088817276247,-2783465.754406817
AEROCUBE 12B,2023-05-19,29.037322712364237,23.21741127578877,-2663378.950269854
AEROCUBE 12B,2023-05-20,32.82380126567828,12.909021664796036,-2515630.222851208
AEROCUBE 12B,2023-05-21,-41.96279827851312,82.52758582233541,-2343744.1038379217
AEROCUBE 12B,2023-05-22,51.478136073093204,-48.73472323813922,-2224278.932701084
AEROCUBE 12B,2023-05-23,51.27976396957174,-75.39053022452838,-2085005.49294924
AEROCUBE 12B,2023-05-24,-22.92539353922583,39.796865479525955,-1952168.6470981224
AEROCUBE 12B,2023-05-25,40.81980238876704,-28.117155744685533,-1834495.4329174196
AEROCUBE 12B,2023-05-26,-14.397585106874153,20.50869864860198,-1707884.407947491
AEROCUBE 12B,2023-05-27,50.722770534302704,-102.91225852588872,-1579954.6882647742
AEROCUBE 12B,2023-05-28,30.211200732376476,-29.927694799925646,-1481070.6152743343
AEROCUBE 12B,2023-05-29,20.802339063504174,-171.0894993736373,-1344372.6905487746
AEROCUBE 12B,2023-05-30,48.087526823285515,-75.44172857124244,-1255772.4416762246
AEROCUBE 12B,2023-05-31,26.50036014041208,-176.98281762008324,-1137079.16040839
AEROCUBE 12B,2023-06-01,6.0425401063800175,-30.659555720477357,-1069738.454731916
AEROCUBE 12B,2023-06-02,8.540422001633043,-38.4878948713888,-977323.371949046
AEROCUBE 12B,2023-06-03,25.144013906726205,164.13972063876764,-857029.7296537161
AEROCUBE 12B,2023-06-04,36.59560825943032,-79.1168508580429,-796785.929698937
AEROCUBE 12B,2023-06-05,47.655747569026275,-108.91486288945349,-708310.5641244327
AEROCUBE 12B,2023-06-06,-17.608715203274837,110.47200932514447,-611234.2283654663
AEROCUBE 12B,2023-06-07,50.997759933502614,-137.27879870342525,-554397.7908895328
AEROCUBE 12B,2023-06-08,42.576504091615156,-113.1052482933237,-493770.30750110117
AEROCUBE 12B,2023-06-09,36.59642736266538,143.0965162790628,-410226.8577149125
AEROCUBE 12B,2023-06-10,-47.84453449967003,-18.16020153948161,-360244.41636880505
AEROCUBE 12B,2023-06-11,6.800023251109674,100.94001690070255,-291625.341189428
AEROCUBE 12B,2023-06-12,36.9765356102824,126.00259007250772,-237230.0986374546
AEROCUBE 12B,2023-06-13,15.112378353180958,96.01967707272459,-187499.42761752394
AEROCUBE 12B,2023-06-14,-50.30374774545707,6.314299814953059,-145150.2596898982
AEROCUBE 12B,2023-06-15,42.61004602695023,-154.4992242745875,-109756.41592305253
AEROCUBE 12B,2023-06-16,-51.13068402441143,-36.391622828128455,-66059.5400576251
AEROCUBE 12B,2023-06-17,-8.557226820361944,53.22655350438333,-20222.62534233695
AEROCUBE 12B,2023-06-18,20.107147959416704,70.8352569403755,18111.371677089803
AEROCUBE 12B,2023-06-19,12.869420434497506,58.488946119493114,49390.0335229279
AEROCUBE 12B,2023-06-20,-27.37686522488817,18.096698316409533,75522.13757880309
AEROCUBE 12B,2023-06-21,-38.63319052920868,-104.81120755138782,88893.46446442619
AEROCUBE 12B,2023-06-22,49.5756700376308,142.6205566928064,133315.66688794884
AEROCUBE 12B,2023-06-23,-40.803700638755394,-18.61043961236781,150111.15855403073
AEROCUBE 12B,2023-06-24,46.68961042996859,141.56920467288234,177025.68256740947
AEROCUBE 12B,2023-06-25,-49.0011434118612,-102.83550787078471,184725.1663940916
AEROCUBE 12B,2023-06-26,7.9650148248126955,12.529099022795426,210616.30992866048
AEROCUBE 12B,2023-06-27,49.800256521023115,111.44891358433577,234116.8333277381
AEROCUBE 12B,2023-06-28,2.3661651681081093,172.28828726912042,226588.25279063033
AEROCUBE 12B,2023-06-29,-38.51254946417762,-153.07719035875343,242488.83638300482
AEROCUBE 12B,2023-06-30,-51.75898639946615,-105.7713771035948,259685.66735182036
AEROCUBE 12B,2023-07-01,-45.01532694609965,-75.97680189795884,270044.3318208652
AEROCUBE 12B,2023-07-02,-38.49912695453041,-68.82957408960202,278033.23447078554
AEROCUBE 12B,2023-07-03,-38.090916934501536,-74.23259517757796,285401.43777668185
AEROCUBE 12B,2023-07-04,-43.27103567173828,-90.04017314042088,292538.68468426756
AEROCUBE 12B,2023-07-05,-50.22941023371782,-119.40102396243991,299262.62146810757
AEROCUBE 12B,2023-07-06,-50.10737774392837,-163.95383357882952,304096.9677722758
AEROCUBE 12B,2023-07-07,-35.238788754485384,153.33387018951208,305832.20577996474
AEROCUBE 12B,2023-07-08,-9.347545465967844,120.86904310866996,308128.46764711215
AEROCUBE 12B,2023-07-09,21.165285709396382,89.5492773163595,317389.3783795093
AEROCUBE 12B,2023-07-10,47.39329956945414,42.2770276174485,328844.79320542776
AEROCUBE 12B,2023-07-11,45.91966698115584,-30.54024944193927,327363.90977477573
AEROCUBE 12B,2023-07-12,15.522739101855018,-78.46237223174012,314818.65368782065
AEROCUBE 12B,2023-07-13,-21.28739678614967,-115.11710670621522,312012.91047762794
AEROCUBE 12B,2023-07-14,-49.43277959101064,-170.32018444434476,320331.23455547687
AEROCUBE 12B,2023-07-15,-41.38234122645611,114.36868354427155,322107.1208307625
AEROCUBE 12B,2023-07-16,-7.9746870299222445,70.58988877918216,319264.38242278557
AEROCUBE 12B,2023-07-17,27.5720692259006,33.79112899488429,323836.95665228314
AEROCUBE 12B,2023-07-18,50.87617943143124,-23.64522486301812,327085.1032850245
AEROCUBE 12B,2023-07-19,40.50638273068774,-92.03110766143497,317407.79550491454
AEROCUBE 12B,2023-07-20,10.938182429914395,-131.76513896556853,304877.56092081586
AEROCUBE 12B,2023-07-21,-20.096163277972508,-163.48038799632613,303980.7436439929
AEROCUBE 12B,2023-07-22,-44.664091782339035,155.93252027627744,311641.8990841757
AEROCUBE 12B,2023-07-23,-50.99232397917273,97.29394126855225,316044.811023537
AEROCUBE 12B,2023-07-24,-36.431040281050876,50.11809727525102,313369.93043741625
AEROCUBE 12B,2023-07-25,-15.030535977336013,20.53908163434275,308168.9743822532
AEROCUBE 12B,2023-07-26,6.0958437318959025,-2.748458952221372,304862.2405914364
AEROCUBE 12B,2023-07-27,24.461796217265082,-25.180110513171645,303687.55835131515
AEROCUBE 12B,2023-07-28,38.66060126331424,-49.51046958391464,302629.21808129357
AEROCUBE 12B,2023-07-29,47.66938300286435,-76.568594566586,300232.6557449729
AEROCUBE 12B,2023-07-30,51.421394058509655,-103.87850990245781,296423.17394168046
AEROCUBE 12B,2023-07-31,51.5260627658423,-127.0067941806647,291896.74997453287
ISS DEB,2023-04-22,28.926686449295886,-156.64491259180667,431334.32828632894
ISS DEB,2023-04-23,-22.711103315907412,10.893917391221356,429712.7447522932
ISS DEB,2023-04-24,16.05214056400352,178.83743865666563,430316.2707167451
ISS DEB,2023-04-25,-9.683943689961756,-12.445426862502787,425370.735508954
ISS DEB,2023-04-26,3.081759069984694,156.3515593658355,430266.5355775603
ISS DEB,2023-04-27,3.1442075942800614,-34.46848814622398,423353.8633494255
ISS DEB,2023-04-28,-9.425424441949387,134.58796232146844,431346.0223884534
ISS DEB,2023-04-29,15.309283719910265,-56.26095768250795,423613.45630699483
ISS DEB,2023-04-30,-21.07738106156285,112.6075303967699,433257.558231299
ISS DEB,2023-05-01,26.43614177903607,-78.68564146778859,425521.0678953571
ISS DEB,2023-05-02,-31.50875054260263,89.58769102371043,435456.7222246433
ISS DEB,2023-05-03,36.13168174448462,-102.5526722791406,428195.5016514084
ISS DEB,2023-05-04,-40.29423237870076,64.7400003752285,437385.59020815784
ISS DEB,2023-05-05,43.9173054441285,-128.5907357999313,430799.32023124606
ISS DEB,2023-05-06,-46.908608910096845,37.48732628168226,438639.4706081077
ISS DEB,2023-05-07,49.23724717455321,-157.07508451146353,432725.42279301636
ISS DEB,2023-05-08,-50.81284911138958,8.032289174793542,439035.90822176676
ISS DEB,2023-05-09,51.65081240372406,172.84730756069735,433661.7226834449
ISS DEB,2023-05-10,-51.75217772047667,-22.1046655909424,438600.3521827639
ISS DEB,2023-05-11,51.18251415832123,143.2062131243013,433563.76139452856
ISS DEB,2023-05-12,-50.0501859183025,-50.75872200527894,437503.1128174544
ISS DEB,2023-05-13,48.43054084562398,115.88062297204405,432578.14069729764
ISS DEB,2023-05-14,-46.47754814120898,-76.62391591974512,435982.35525576316
ISS DEB,2023-05-15,44.232171547348614,91.50263375962817,430953.97519437684
ISS DEB,2023-05-16,-41.843002845287636,-99.62540056548877,434277.60199332243
ISS DEB,2023-05-17,39.3077785464761,69.7594815347129,428966.4495866871
ISS DEB,2023-05-18,-36.75823412494529,-120.2743245858629,432585.6199700729
ISS DEB,2023-05-19,34.15592659122057,50.069882661672246,426863.455912553
ISS DEB,2023-05-20,-31.62471666988371,-139.13924719722996,431040.27493047714
ISS DEB,2023-05-21,29.09372616958894,31.918966872739023,424836.5737674943
ISS DEB,2023-05-22,-26.69387298176325,-156.66715521115836,429711.6415766015
ISS DEB,2023-05-23,24.31898615181427,14.930353482407613,423012.05744970887
ISS DEB,2023-05-24,-22.122373169916443,-173.17093022948495,428617.19825201505
ISS DEB,2023-05-25,19.955814700359667,-1.1518211765044537,421455.3649742027
ISS DEB,2023-05-26,-18.008612866913214,171.14075073327766,427738.2334373297
ISS DEB,2023-05-27,16.082880744297,-16.495528211568864,420182.96718587715
ISS DEB,2023-05-28,-14.414779843656799,156.1325892848894,427036.35380997544
ISS DEB,2023-05-29,12.7502939575425,-31.208086234015425,419176.5808791348
ISS DEB,2023-05-30,-11.380125724606849,141.7193147937829,426467.1297383973
ISS DEB,2023-05-31,9.98984743867504,-45.355782823397554,418396.70988049184
ISS DEB,2023-06-01,-8.929180415456347,127.84926012358105,425989.76271878823
ISS DEB,2023-06-02,7.821483249243055,-58.97756444825866,417793.92353389907
ISS DEB,2023-06-03,-7.077048714193403,114.4929196104163,425572.92072760186
ISS DEB,2023-06-04,6.257556300194088,-72.09461286632107,417317.4235895182
ISS DEB,2023-06-05,-5.832943166397657,101.63494321199416,425197.55001270055
ISS DEB,2023-06-06,5.305721339076076,-84.71703970746462,416921.12314515834
ISS DEB,2023-06-07,-5.202547476630746,89.26861599776944,424857.665828013
ISS DEB,2023-06-08,4.970848694016321,-96.84839359023158,416567.7642817725
ISS DEB,2023-06-09,-5.189495666485276,77.39232734917654,424560.0158053745
ISS DEB,2023-06-10,5.256146960294513,-108.48830428203436,416231.64232830633
ISS DEB,2023-06-11,-5.796086426831975,66.00782554583391,424323.2383132968
ISS DEB,2023-06-12,6.163552610530875,-119.63336994331979,415900.3782832202
ISS DEB,2023-06-13,-7.023266288141051,55.12021357825612,424176.7978008379
ISS DEB,2023-06-14,7.693385821992865,-130.27628101877562,415575.95229332923
ISS DEB,2023-06-15,-8.869865893224691,44.73972972052218,424159.621353584
ISS DEB,2023-06-16,9.843228694919404,-140.4030954460767,415274.9218016841
ISS DEB,2023-06-17,-11.33102312321771,34.885450281679276,424318.0137580828
ISS DEB,2023-06-18,12.605917871114306,-149.98845565978527,415027.4316019404
ISS DEB,2023-06-19,-14.395634779146146,25.591224887822975,424702.1218378834
ISS DEB,2023-06-20,15.966413138400712,-158.9882985249309,414874.3271710861
ISS DEB,2023-06-21,-18.04249279666664,16.914476400129583,425360.00931594503
ISS DEB,2023-06-22,19.89704280433158,-167.32918080347466,414861.49233330396
ISS DEB,2023-06-23,-22.234400418365865,8.949035974533333,426328.3962413213
ISS DEB,2023-06-24,24.350128013801495,-174.89267380768453,415030.58758596395
ISS DEB,2023-06-25,-26.90888669284968,1.843933023449331,427619.4737205729
ISS DEB,2023-06-26,29.246061578484174,178.50751034057672,415405.8596768899
ISS DEB,2023-06-27,-31.96290440861439,-4.169368066358981,429204.12110514456
ISS DEB,2023-06-28,34.45326932213461,173.158005960112,415977.8317971552
ISS DEB,2023-06-29,-37.22682649963171,-8.740378629176293,430993.4869009578
ISS DEB,2023-06-30,39.75396042031087,169.4854893363112,416686.5826199346
ISS DEB,2023-07-01,-42.42053014870837,-11.364108093586259,432823.2319870271
ISS DEB,2023-07-02,44.78783661612362,168.0777930072464,417409.8369462988
ISS DEB,2023-07-03,-47.08599984538151,-11.40114625845315,434447.4026021562
ISS DEB,2023-07-04,48.97542722342543,169.5850704342262,417963.60930585524
ISS DEB,2023-07-05,-50.516819944477255,-8.317566709441053,435550.99484385015
ISS DEB,2023-07-06,51.47679832845539,174.27250078221292,418124.42840324837
ISS DEB,2023-07-07,-51.793683973551296,-2.3599142573979868,435790.286001243
ISS DEB,2023-07-08,51.35531964492365,-178.80932416948102,417680.3952820965
ISS DEB,2023-07-09,-50.107735217697346,4.771726069948757,434866.01144394
ISS DEB,2023-07-10,48.040552803030984,-171.94555071967085,416511.4507111968
ISS DEB,2023-07-11,-45.22881681937455,10.691006567447957,432624.66196648625
ISS DEB,2023-07-12,41.64957316159756,-167.18210886643888,414685.9024258333
ISS DEB,2023-07-13,-37.54184388889824,14.077731081454896,429167.00930956105
ISS DEB,2023-07-14,32.74211092971947,-165.05773285667027,412541.47260402713
ISS DEB,2023-07-15,-27.6538638792236,15.040427608096982,424923.012680137
ISS DEB,2023-07-16,21.92216219959503,-165.01980012035781,410700.6063622075
ISS DEB,2023-07-17,-16.109860463956128,14.356544609359313,420636.82202125
ISS DEB,2023-07-18,9.687175163604298,-166.1763375926216,409964.3413649744
ISS DEB,2023-07-19,-3.3546285306369588,12.949058833534579,417210.34350458026
ISS DEB,2023-07-20,-3.535813580579698,-167.5711556081874,411055.2499134759
ISS DEB,2023-07-21,10.188365762589545,11.820600396889366,415397.55638264224
ISS DEB,2023-07-22,-17.281234841985793,-168.09056714663257,414251.0984053508
ISS DEB,2023-07-23,23.976892998967173,12.27237826097628,415430.13684561587
ISS DEB,2023-07-24,-30.855906645799507,-166.1225040519746,419052.5865398123
ISS DEB,2023-07-25,37.07664883809742,16.368599143305392,416756.1839591609
ISS DEB,2023-07-26,-42.92929415136278,-159.01518219853298,424102.3729512209
ISS DEB,2023-07-27,47.55449103788046,27.343324812437725,418112.579418196
ISS DEB,2023-07-28,-50.752589633735084,-143.54278090364716,427537.64212265244
ISS DEB,2023-07-29,51.792951440422456,46.89806057166547,418050.9050877995
ISS DEB,2023-07-30,-50.42300166440123,-122.10570730826434,427774.82822790195
ISS DEB,2023-07-31,46.75722365262731,67.3319696062313,415789.69086499384
CSS (TIANHE),2023-04-22,-37.687963392851536,-51.825417503292655,408901.66734948556
CSS (TIANHE),2023-04-23,40.32888160945986,168.0183742198196,393580.9688943384
CSS (TIANHE),2023-04-24,-25.890740793484284,20.628747895967518,399150.2373222844
CSS (TIANHE),2023-04-25,2.959673395677039,-136.65645738702668,395778.67687433626
CSS (TIANHE),2023-04-26,20.42378488339319,64.39673184574949,387426.1842789481
CSS (TIANHE),2023-04-27,-38.095545926783394,-85.53459485368431,409869.3920135194
CSS (TIANHE),2023-04-28,39.99126617399076,134.85683242932546,390615.80341854336
CSS (TIANHE),2023-04-29,-24.703322223502607,-12.677450298664535,401620.73539599485
CSS (TIANHE),2023-04-30,1.2580977933592383,-169.97508200679567,392464.00398548314
CSS (TIANHE),2023-05-01,22.18263799627431,31.69569368703557,389479.56950398884
CSS (TIANHE),2023-05-02,-39.103751201327476,-116.53692107554136,409129.06971270515
CSS (TIANHE),2023-05-03,39.055306862144064,104.40102034965403,389251.8421840189
CSS (TIANHE),2023-05-04,-22.18627100389599,-44.06261428447931,402557.7228036197
CSS (TIANHE),2023-05-05,-1.894708890374231,158.32998830951843,389582.96680979215
CSS (TIANHE),2023-05-06,25.1777748642401,1.0753041470804412,392393.44235171936
CSS (TIANHE),2023-05-07,-40.406012926059326,-144.63505083508701,407151.73803121835
CSS (TIANHE),2023-05-08,37.19119869466739,76.43871867358617,389357.4613649311
CSS (TIANHE),2023-05-09,-18.214964502959056,-73.73026581464559,401565.22943009285
CSS (TIANHE),2023-05-10,-6.4933751419924,128.30423722246866,388082.7091664708
CSS (TIANHE),2023-05-11,29.199694798843144,-27.146623449008544,395275.97248290625
CSS (TIANHE),2023-05-12,-41.45280854786228,-169.6063806284366,404552.50036319037
CSS (TIANHE),2023-05-13,33.95649547180812,50.54458212934706,390327.7680706702
CSS (TIANHE),2023-05-14,-12.662235269802922,-101.89661963930111,398895.51273036614
CSS (TIANHE),2023-05-15,-12.472328804137303,100.10051441833599,388431.4279183692
CSS (TIANHE),2023-05-16,33.828015111132935,-52.42923678540249,397527.6045354417
CSS (TIANHE),2023-05-17,-41.424264722422095,168.5317553008286,401728.1679380421
CSS (TIANHE),2023-05-18,28.910471904684183,26.12504017119642,391491.79840005154
CSS (TIANHE),2023-05-19,-5.456162583588775,-128.6854951816273,395264.5165586294
CSS (TIANHE),2023-05-20,-19.63012361468185,74.08707596056952,390637.0971079751
CSS (TIANHE),2023-05-21,38.2837496960095,-74.00609253212806,398814.21904232807
CSS (TIANHE),2023-05-22,-39.32903076908547,149.14077249743124,398722.6566420261
CSS (TIANHE),2023-05-23,21.74296921554589,2.612340700868919,392465.1043961811
